user_id,username,email,first_name,last_name,full_name,phone,date_of_birth,ssn,department,role,hire_date,salary,is_active,reports_to
USR-0033,esmith,smithtimothy@example.org,Kelly,Silva,Tiffany Robinson,(736)880-7720x7093,1978-10-17,,Operations,Analyst,2021-09-20,123863.53,False,USR-0017
USR-0034,dawnbryant,lisapatterson@example.org,Shannon,Howard,Benjamin Terry,+1-916-272-6738x358,1997-11-16,,Marketing,Executive,2022-10-07,74181.71,False,USR-0018
USR-0035,randylopez,icarter@example.com,Rachel,Brooks,Betty Hahn,+1-548-503-4329x2482,1994-11-11,,Finance,Director,2023-06-07,77325.87,True,USR-0016
USR-0036,erica83,randy76@example.net,Abigail,King,Kent Ayers,(794)597-6119x779,1991-05-24,,Marketing,Analyst,2020-10-28,81301.17,True,USR-0024
USR-0037,roykaufman,marymontes@example.net,Richard,Park,Larry Allen,651.905.6994,1968-02-17,,Marketing,Director,2024-11-10,188789.71,False,USR-0034
USR-0038,clarkemichael,thompsontony@example.net,Pamela,Esparza,Jerry Hunter,(279)316-1907x68226,1970-08-12,,Operations,Developer,2022-05-10,198590.15,True,USR-0002
USR-0039,michael25,dustinberger@example.org,Stacey,Nichols,Caleb Sanders,219.598.3016x19961,1964-03-03,,Operations,Executive,2020-12-25,199529.84,True,USR-0014
USR-0040,lisa12,mark39@example.net,Heather,Wilson,Tamara Brown,001-501-324-7176x99553,1979-04-24,,Finance,Analyst,2024-09-22,188360.04,True,USR-0016
USR-0041,ubryant,ywyatt@example.net,Andrea,Hobbs,Breanna Lamb,(685)491-4667x936,1990-12-30,,Engineering,Executive,2024-05-01,108447.36,False,USR-0012
USR-0042,kimberlybrooks,smithjoshua@example.org,Mark,Lee,Robert Harris,001-534-205-5899x74308,1988-07-29,846-43-7912,Finance,Manager,2024-06-27,96881.7,False,USR-0036
USR-0043,morganmichelle,butlerleslie@example.org,Catherine,Hughes,Candace Dunn,+1-948-940-2136x6693,1971-08-14,036-84-0230,Finance,Executive,2021-11-17,130273.31,True,USR-0020
USR-0044,nbrown,zacharymcmahon@example.net,Sheri,Garcia,Manuel Shepherd,(537)348-8719x5200,1971-09-14,,HR,Analyst,2024-11-17,51102.46,True,USR-0033
USR-0045,richard00,bowersrandy@example.net,Caleb,Foster,Michele Dennis,(499)489-7126,1991-12-14,,Engineering,Developer,2020-05-21,96888.74,False,USR-0010
USR-0046,bparrish,campbellkaren@example.net,Melanie,Baker,Jessica Jones,+1-453-955-6692x468,1997-05-22,,Operations,Analyst,2021-06-15,173363.22,True,USR-0033
USR-0047,yberger,wlloyd@example.com,Micheal,Palmer,Joseph Burgess,5704814811,1985-07-07,478-25-5155,Operations,Analyst,2024-03-04,109266.11,True,USR-0021
USR-0048,smorris,baileygabriel@example.net,Matthew,Reyes,Kevin Nicholson DDS,+1-359-233-2737x08016,1966-07-08,,Marketing,Analyst,2021-03-01,84161.59,True,USR-0002
USR-0049,robert14,cookelisa@example.net,Ashley,Reed,Crystal Barrera,457-992-1768x906,2001-06-08,,Engineering,Director,2020-04-24,104784.51,False,USR-0041
USR-0050,sharonsmith,esmith@example.com,Nathan,Scott,Michael Perez,513-494-7279,1993-08-26,494-13-0398,Finance,Manager,2024-10-19,128277.05,True,USR-0011
USR-0051,lrivera,jeffrey48@example.com,Amber,Peterson,Lauren Nelson,489.863.7778x68633,1981-12-11,,Marketing,Specialist,2021-10-18,169633.46,True,USR-0014
USR-0052,eric87,breanna27@example.com,Bryan,Macias,Timothy Mason,(382)379-3992x832,2002-04-03,,Sales,Executive,2020-12-07,147055.51,True,USR-0008
USR-0053,beverly11,moorescott@example.org,Roger,White,Stacy Mcdonald,(991)775-5850x4921,1960-05-03,,Operations,Analyst,2024-08-20,76746.5,True,USR-0043
USR-0054,muellerchristine,rgarcia@example.net,Melissa,Bryant,Gail Rasmussen,001-464-808-3837x8301,1968-07-11,,Engineering,Director,2020-03-23,168400.54,True,USR-0010
USR-0055,ronaldross,frances57@example.org,Danny,Vasquez,Ryan Hendricks,347.583.5507,1979-12-19,,Marketing,Manager,2020-02-01,60169.71,True,USR-0025
USR-0056,richardsdawn,christinahall@example.com,Eric,Reed,John Campbell,+1-315-410-4887x4367,1961-08-18,,Finance,Analyst,2024-12-22,185109.81,True,USR-0027
USR-0057,hgray,qgill@example.org,Catherine,Crosby,Dr. Howard Moreno MD,695.694.1942,2001-06-24,,Operations,Executive,2023-01-14,95596.71,False,USR-0012
USR-0058,qpayne,ericramos@example.net,Derrick,Shields,Thomas Henry,217.731.6473x562,1964-09-06,,Sales,Specialist,2021-10-05,170547.49,True,USR-0057
USR-0059,amanda38,slawson@example.net,Michael,Mitchell,Brian Lynch,+1-518-568-0230x010,1983-09-14,,Finance,Developer,2020-09-29,86020.47,True,USR-0005
USR-0060,perezadam,bondkimberly@example.net,Ricardo,Valencia,Nicholas Rodriguez,(733)760-9473,1992-05-13,787-56-3865,Finance,Manager,2024-09-17,102879.29,True,USR-0049
USR-0061,pchapman,christopher54@example.org,Christina,Rich,Mark Reyes,2832118674,1972-02-06,,Sales,Executive,2022-02-26,54002.9,True,USR-0051
USR-0062,jeffbaker,kurt15@example.net,Denise,Graham,Juan Moore,646-525-6193,1990-04-05,,Engineering,Analyst,2020-06-28,151397.05,True,USR-0014
USR-0063,williammanning,wendyturner@example.net,Christopher,Chang,Daniel Hogan Jr.,432.824.1724,1997-09-01,,Engineering,Specialist,2023-12-02,54501.13,True,USR-0027
USR-0064,mchan,sarah21@example.net,Mitchell,Page,Joseph Rodriguez,001-535-556-2822,1981-06-08,,HR,Developer,2020-01-25,189568.02,True,USR-0006
USR-0065,lmichael,xrichardson@example.net,Karen,James,Joshua Villanueva,+1-499-867-9429,1999-01-08,,Finance,Analyst,2023-05-16,171781.15,True,USR-0043
USR-0066,markswilliam,angelagarcia@example.com,Brian,Rodriguez,Sarah Long,(772)466-9220x6880,1996-05-31,,Marketing,Specialist,2023-01-30,118253.45,False,USR-0003
USR-0067,uholloway,djohnson@example.com,Vanessa,Campbell,Patricia Key,541.537.8426,1970-06-23,,Finance,Executive,2022-06-02,53872.8,True,USR-0012
USR-0068,proctordawn,courtney53@example.net,Austin,Huynh,Madison Taylor,969-332-9660,1966-12-23,,Finance,Specialist,2024-09-23,103623.95,True,USR-0063
USR-0069,mcphersonwilliam,ghancock@example.net,Melanie,Delgado,James White,266.540.2117x988,1998-03-10,,Sales,Specialist,2022-09-11,173619.26,True,USR-0043
USR-0070,davisbrian,vhodge@example.net,Sarah,Payne,Rebecca Russell,706-717-2149,1979-10-05,122-28-9743,Engineering,Analyst,2023-12-23,116900.98,True,USR-0030
USR-0071,curtisjohnson,lhenson@example.net,Brandy,Deleon,April Dillon,582.781.1313x75227,1981-08-21,,HR,Executive,2024-05-09,137095.26,False,USR-0044
USR-0072,christinacraig,hmullins@example.com,Michael,Clark,Mark Huang,001-596-296-7047x37078,1961-12-09,,Marketing,Executive,2023-05-14,112262.55,True,USR-0016
USR-0073,stephanie34,scott10@example.net,Jon,Cameron,Megan Schneider,471.920.8440x1092,1984-08-05,,HR,Specialist,2024-09-26,69477.3,False,USR-0043
USR-0074,erodriguez,davidedwards@example.com,Matthew,Wright,Mr. Daniel Stanley,001-500-838-3210x36484,1987-12-18,,HR,Specialist,2020-12-04,141830.99,True,USR-0071
USR-0075,andrewchambers,qadams@example.com,Randall,Garcia,Jeanne Frederick,+1-715-214-2816x186,1964-02-04,,Marketing,Specialist,2021-08-14,108857.13,True,USR-0007
USR-0076,kristen59,cherylwalker@example.net,Peter,Wilson,Maureen Johns,+1-837-495-5346x90483,2001-06-16,694-50-1459,HR,Specialist,2022-07-04,164603.01,True,USR-0018
USR-0077,matthewwatson,alvaradostephanie@example.net,Brittany,Bell,Veronica George,001-940-230-1841x66351,1964-02-23,,Finance,Director,2023-06-13,172327.33,False,USR-0043
USR-0078,goodstephanie,bryanbrown@example.org,Samantha,Hill,Robert Jimenez,939.842.8529x3062,1988-01-30,,Finance,Director,2021-05-24,82503.62,True,USR-0048
USR-0079,jamesperez,jacqueline34@example.org,Angela,Solis,Christine Jensen,001-510-403-4586x0628,1960-01-05,,HR,Specialist,2023-02-21,90305.19,False,USR-0013
USR-0080,ymarquez,grichards@example.org,Michael,Flynn,Eric Ortiz,(650)874-4180,1968-05-24,,Finance,Executive,2020-03-22,171770.39,True,USR-0011
USR-0081,eatonlaura,trantammy@example.com,John,Kelly,Danny Green,+1-818-992-9988,1980-09-16,,Operations,Specialist,2023-05-27,139382.86,False,USR-0051
USR-0082,wgarza,anavarro@example.com,Michael,Webb,Kevin Mcguire,431.623.8923,1962-06-02,,Engineering,Analyst,2023-11-05,191267.61,True,USR-0004
USR-0083,pattonlatasha,jensenbrandi@example.com,Walter,Rivas,Karen Lewis,001-683-537-3896x47466,1985-05-27,,Sales,Analyst,2023-11-01,54878.17,True,USR-0051
USR-0084,rogersdylan,eric92@example.org,April,Garcia,Christopher Owens,670.863.2085x931,1995-08-07,,Engineering,Director,2020-08-19,120931.04,True,USR-0040
USR-0085,brewerpaula,brenda60@example.org,Samantha,Macias,Amy Hampton,001-407-886-9145,1983-03-20,,Finance,Analyst,2024-08-14,62850.03,True,USR-0047
USR-0086,mannnathan,ymoore@example.org,Marilyn,Edwards,Leslie Simpson DDS,8672708666,1981-12-29,,HR,Specialist,2020-03-26,145252.66,True,USR-0085
USR-0087,caleb40,santosjoseph@example.com,Matthew,Huffman,Paula Brown,001-685-251-0062x4923,1989-10-27,,Engineering,Developer,2020-03-08,146810.05,True,USR-0012
USR-0088,jtorres,kylejones@example.com,Donald,Torres,Kara Davis,001-716-546-5901,1980-05-12,,HR,Developer,2022-09-06,72800.69,True,USR-0041
USR-0089,joelwilliams,broberts@example.net,Thomas,Wagner,Trevor Wells,(218)629-1408,1975-04-04,,Finance,Manager,2021-04-16,93753.39,False,USR-0035
USR-0090,jessica24,urogers@example.org,Christopher,Woods,Stephen Nguyen,+1-756-909-2147,1990-01-16,,Operations,Executive,2021-10-11,197878.14,True,USR-0045
USR-0091,erica64,heather49@example.net,Benjamin,Jones,Andrew Simpson,001-960-271-9143x0713,1992-08-11,,Marketing,Developer,2023-11-21,145526.46,False,USR-0062
USR-0092,rileykimberly,eric28@example.com,Miranda,Young,Alex Gregory,468.669.9666,1970-08-03,,Marketing,Developer,2023-05-01,71277.68,False,USR-0008
USR-0093,brittany31,brownjoshua@example.org,David,Jensen,Robin Baker,(565)866-5166x807,1981-03-16,,Engineering,Director,2022-06-25,187684.9,True,USR-0067
USR-0094,richard88,michael70@example.com,Haley,Edwards,Troy Beck,(479)437-9756x8868,1984-07-07,159-32-4650,Sales,Manager,2020-02-22,95866.07,False,USR-0025
USR-0095,sarah46,glenndavis@example.com,George,Carter,Donna Rice,001-927-705-6382,1999-08-21,,Engineering,Analyst,2024-12-27,166364.48,True,USR-0013
USR-0096,elizabeth02,griffithstephen@example.org,Scott,Hall,Courtney Henry,(527)741-1634,1988-08-19,,Operations,Director,2020-07-25,121990.77,True,USR-0013
USR-0097,brentelliott,hcrawford@example.net,Tina,Johnson,Katie Phillips,838.696.3272x2315,1993-08-27,,Engineering,Analyst,2024-11-15,95526.12,True,USR-0096
USR-0098,csutton,igalloway@example.org,Danielle,Davies,Christian Mason,001-412-534-4934,1975-07-05,,Finance,Developer,2023-06-18,86638.79,True,USR-0043
USR-0099,jean81,caseyphelps@example.org,Lee,Rangel,Teresa Diaz,+1-360-820-0089x6234,1961-08-27,,HR,Analyst,2020-12-15,104154.58,False,USR-0012
USR-0100,sharonmontgomery,wwatts@example.net,Timothy,Sloan,Edwin Garner,563.917.8933,1960-12-27,,Sales,Analyst,2024-09-08,177296.88,True,USR-0029
USR-0101,patriciawhitehead,esanders@example.com,Kayla,Herrera,Brandon Rodriguez,+1-961-345-2140,2000-10-02,,HR,Executive,2021-07-10,183626.49,True,USR-0094
USR-0102,dmunoz,duanemccoy@example.com,Pamela,Johnson,Amanda Mitchell,(892)975-1733,1991-08-19,,Engineering,Specialist,2023-09-22,157099.15,True,USR-0037
USR-0103,pharper,myerstiffany@example.com,Ashley,Powell,Zachary Sloan,+1-616-471-3918x637,1966-11-25,,HR,Developer,2020-09-10,173299.79,True,USR-0067
USR-0104,xandrews,sclark@example.com,Dorothy,Simmons,Matthew Johnson,+1-765-893-5721,1964-05-09,,Sales,Manager,2020-02-09,162229.96,False,USR-0059
USR-0105,comptoncarol,okerr@example.net,Deborah,West,Matthew Carter,816-997-4635,1999-10-17,,HR,Director,2024-05-10,139909.18,True,USR-0004
USR-0106,samuel69,reneegoodwin@example.net,Adam,Patterson,Christine Parker,(696)818-7924x8262,1996-12-31,,Operations,Developer,2022-03-18,148324.15,True,USR-0038
USR-0107,hollowaylance,diazelizabeth@example.org,Amanda,Anderson,James Chavez,(507)944-4446,1967-08-15,,Engineering,Manager,2022-07-05,81255.82,False,USR-0026
USR-0108,hernandezshirley,rodriguezmichelle@example.com,Brittany,Allen,Mark Singleton,780.469.0411x930,1977-08-08,,Operations,Analyst,2020-03-01,192778.21,True,USR-0100
USR-0109,woodselena,uwaters@example.net,Shannon,Moore,Derek Gonzalez,290-831-8167x12459,1988-06-09,,Finance,Director,2022-07-06,113739.03,True,USR-0086
USR-0110,dbeasley,ucontreras@example.com,Karen,Valdez,Robert Flowers,993-548-1067,1966-07-27,,Finance,Specialist,2023-09-01,68033.16,True,USR-0074
USR-0111,fwells,pjensen@example.net,Larry,Baldwin,Jessica Anderson,3162646508,1988-12-23,,HR,Executive,2022-10-08,104059.86,True,USR-0067
USR-0112,jasonwright,jonathanbrown@example.net,Joseph,Allen,Tony Mosley,418.733.6583,1995-10-29,,Sales,Analyst,2020-03-05,56417.9,True,USR-0100
USR-0113,joseph56,julie09@example.com,Brent,Mitchell,Robert Glass,929-752-6105,1998-01-15,,Finance,Manager,2022-08-23,63027.33,True,USR-0020
USR-0114,moorejohn,watsonangela@example.net,Joshua,Fowler,Elizabeth Moody,001-513-338-0263,2001-10-28,,Sales,Analyst,2023-12-16,127298.94,False,USR-0007
USR-0115,carol49,taylor26@example.net,Douglas,Johnston,Daniel Williams,001-281-320-0670x9455,1976-06-01,,Finance,Developer,2021-08-01,77110.21,True,USR-0035
USR-0116,batesveronica,jacobclarke@example.org,Maria,Gonzales,Holly Bishop,(877)345-3087x4470,1978-05-26,,Sales,Developer,2022-03-11,194859.29,True,USR-0038
USR-0117,katietaylor,shannonantonio@example.net,Jesse,Cook,Melissa Ramsey,(675)779-8308,1994-03-21,,HR,Analyst,2022-01-04,94355.11,True,USR-0084
USR-0118,sleonard,kweaver@example.com,Thomas,Rogers,Rhonda Santos,+1-763-534-1378x18124,1963-08-23,,Engineering,Developer,2023-08-03,185351.45,True,USR-0012
USR-0119,raymondknight,catherinejensen@example.com,Robin,Hansen,Jane Gates,001-403-790-7388x74660,1998-08-28,583-31-8373,HR,Analyst,2024-06-15,52291.24,True,USR-0099
USR-0120,thubbard,usmith@example.net,Steven,Robinson,Joseph Holmes,823-453-3863x4915,1959-12-02,,Sales,Analyst,2023-05-24,198953.2,True,USR-0003
USR-0121,cynthia05,wrightstephen@example.net,David,Dennis,Colleen Garcia,(960)688-3845,1967-09-15,,Sales,Director,2020-08-26,167977.92,True,USR-0068
USR-0122,cruztonya,mariewilliams@example.com,Jerome,Rios,Lee Barry,(649)841-8502x769,2001-11-23,,Sales,Manager,2020-04-13,103377.68,True,USR-0050
USR-0123,burgessjoshua,ashley28@example.net,Roberto,Huang,Miguel Macias,+1-396-866-1227x924,1978-02-24,391-85-6750,Operations,Analyst,2024-06-17,145812.15,True,USR-0056
USR-0124,megansampson,fullerdanielle@example.com,Jacob,Washington,Gregory Adams,001-308-667-0645x063,1976-03-14,,Operations,Analyst,2021-11-13,175856.21,False,USR-0066
USR-0125,moorejohn,jennifer32@example.net,Felicia,Bruce,Brian Ellis,001-821-990-5759,1960-01-26,,Sales,Analyst,2020-03-21,53758.77,True,USR-0024
USR-0126,nathan72,melissa68@example.com,Nicholas,Torres,Amy Perkins,(248)345-1439x996,1973-02-06,,Operations,Director,2023-11-13,194654.31,True,USR-0098
USR-0127,rjohnson,teresa05@example.com,Dillon,Lowe,Kenneth Miller,+1-810-388-3741x63101,1972-03-04,,Engineering,Developer,2024-06-02,125445.29,True,USR-0107
USR-0128,crystalberry,francojesse@example.org,Timothy,Lucas,Monica Frank,001-762-796-3451,1988-08-19,,Engineering,Analyst,2022-10-29,97347.68,True,USR-0112
USR-0129,trevorescobar,chenmichael@example.org,Diana,Romero,Jennifer Nichols,(324)928-2068,1983-04-10,,Finance,Developer,2022-03-20,119026.54,True,USR-0075
USR-0130,julieanderson,kimjulia@example.org,Sarah,Adams,Jonathon Miller,001-412-744-5362x5086,1976-05-15,,HR,Specialist,2020-03-09,62217.74,True,USR-0073
USR-0131,shafferpaul,bradyjamie@example.net,Gregory,Hill,Kyle Torres,001-876-442-9351x11187,1997-02-10,,Engineering,Director,2024-03-25,162727.89,True,USR-0106
USR-0132,slong,anthony81@example.org,Diane,Smith,Casey Thomas,447-871-1438,2002-11-24,,HR,Analyst,2023-09-21,148054.72,False,USR-0011
USR-0133,ireed,kristi77@example.net,Michael,Stephens,Kristen Williams,7504413268,1963-01-21,,Operations,Analyst,2021-04-10,136372.47,True,USR-0067
USR-0134,qsingleton,jefferyhuffman@example.net,Mark,Elliott,Paul Neal,815.378.5173x102,2003-07-11,,Engineering,Developer,2021-01-29,176643.33,True,USR-0126
USR-0135,michellemurray,christopherwells@example.org,Daniel,Harrison,Brittney Rodriguez,001-312-878-9925,2000-01-28,,Engineering,Developer,2021-02-17,99550.99,True,USR-0071
USR-0136,reillytara,martinrichard@example.com,Shannon,Collins,Matthew Young,(857)256-9878x6678,1984-11-23,,Sales,Executive,2023-02-25,167260.42,True,USR-0079
USR-0137,prodgers,kperez@example.org,Jonathan,Smith,Crystal Spencer,+1-719-531-4244,1976-05-30,,Finance,Executive,2021-12-26,83911.01,True,USR-0001
USR-0138,alexanderjennings,hskinner@example.net,Anthony,Smith,Chad Harris,684.909.4812,1969-01-08,,Finance,Developer,2024-01-09,117634.8,True,USR-0007
USR-0139,danielmatthew,mannlarry@example.net,Jessica,Williams,Molly Jones,399.519.3168x10919,1980-12-30,,Operations,Executive,2023-05-30,55684.79,True,USR-0058
USR-0140,michellefernandez,fweiss@example.net,James,Jones,Michelle Wilson,001-551-291-0986x119,1974-03-21,,Sales,Director,2023-07-16,128166.13,True,USR-0023
USR-0141,richard51,coxlisa@example.com,Bethany,Villarreal,Chloe Moore,328.751.4646x4318,1988-03-11,,Engineering,Analyst,2023-06-18,126724.93,True,USR-0119
USR-0142,browncarolyn,jamiealexander@example.org,Jonathan,Chavez,Stacey Baker,+1-367-495-7964x914,1978-01-31,,Sales,Analyst,2023-12-18,176957.83,False,USR-0128
USR-0143,staffordgregory,ychoi@example.org,Lisa,Thompson,John Smith,001-224-481-7670x72818,1998-09-24,,Marketing,Executive,2021-08-23,169818.29,True,USR-0087
USR-0144,davidblack,collinszachary@example.org,Patricia,Allen,Eric Thomas,001-838-292-9550,1979-07-25,,Sales,Developer,2023-05-03,159159.29,True,USR-0106
USR-0145,weaveralexandria,christianellis@example.org,Julie,Petersen,Hailey Fuentes,+1-628-489-5322x6863,1971-04-20,,HR,Executive,2024-06-15,94802.03,True,USR-0051
USR-0146,aprilweaver,jacobschristina@example.org,Nicholas,Day,Kellie Hansen,743-489-0682,1988-11-23,,Marketing,Manager,2024-07-17,151611.82,False,USR-0097
USR-0147,stephenjohnson,james77@example.net,Alicia,Olson,Sherry Simpson,+1-715-292-0978x6203,1975-10-01,,Operations,Analyst,2023-05-02,196903.52,False,USR-0115
USR-0148,monica70,harrisjeffrey@example.net,Kayla,Branch,Brandon Murray,(602)424-7737x418,1962-01-21,,HR,Analyst,2024-01-10,170313.62,True,USR-0113
USR-0149,kristen35,reginaldoliver@example.com,Krystal,Gray,Deborah Rangel,001-692-417-0975,1980-01-23,,Sales,Specialist,2021-10-09,135094.39,False,USR-0074
USR-0150,jessicacunningham,williamsemily@example.net,Michael,Gould,Anita Mata,+1-715-944-5555,1971-06-10,,Marketing,Director,2024-02-22,137365.8,False,USR-0099
USR-0151,heidi14,morganwesley@example.com,Jeremiah,Jefferson,Julie Henry,(473)778-2764x21132,1990-08-02,,Engineering,Manager,2021-03-31,133907.09,True,USR-0095
USR-0152,mariah42,lsmith@example.net,Michael,Knight,Julie Torres,430-614-2254,1980-11-14,,HR,Specialist,2024-07-08,178597.61,True,USR-0011
USR-0153,xcox,bryanramirez@example.org,Jennifer,James,Jeremy Schmidt,(262)916-1555x272,1978-07-16,,Marketing,Director,2024-01-30,59732.3,True,USR-0038
USR-0154,linda00,christophermarquez@example.net,Christopher,Holt,Brian Peters,(941)318-8182,2002-04-02,,Marketing,Executive,2021-07-24,51159.75,True,USR-0146
USR-0155,cruzduane,curtis78@example.net,Theresa,Gonzales,Wyatt Reyes,+1-326-507-3561x580,1982-02-16,,Engineering,Developer,2020-08-23,50442.56,True,USR-0150
USR-0156,courtneymurphy,christopher96@example.org,Rodney,Thomas,Alexandria May,(575)625-2904,1962-09-07,,Finance,Specialist,2023-02-14,170047.52,False,USR-0137
USR-0157,sdowns,beverlycox@example.net,Daniel,Camacho,Dylan Gallagher,645-448-4278x371,1996-10-29,,HR,Analyst,2021-07-19,108323.4,False,USR-0056
USR-0158,brianmatthews,davidowens@example.com,Kyle,Gonzalez,Alyssa Harrison,772-534-9853x497,1972-08-02,,Engineering,Director,2024-11-10,75168.95,True,USR-0108
USR-0159,angelaramirez,edwardbennett@example.com,William,Tanner,Amanda Miller,872-743-0049x7073,1979-02-09,,Finance,Manager,2020-03-22,164227.1,True,USR-0066
USR-0160,corey02,william56@example.net,Heidi,Montgomery,Benjamin Wilcox,355.258.1432x0631,1997-09-19,,Sales,Executive,2021-07-09,58025.71,False,USR-0073
USR-0161,clarkkenneth,donald71@example.net,Cassandra,Flynn,Robert Allen,001-622-399-0542x338,1966-07-18,,Engineering,Analyst,2021-05-13,139607.7,True,USR-0079
USR-0162,pjohnson,tduncan@example.net,Barbara,Moore,Margaret Young,+1-415-894-9883,1965-05-10,,HR,Analyst,2023-08-05,173137.5,False,USR-0105
